rating,film,rating_date
3,Pelle the Conqueror (1987),"January 31, 2014, 9:27 AM"
3,Ghostbusters (1984),"January 31, 2014, 9:27 AM"
3,Prizzi's Honor (1985),"January 31, 2014, 9:27 AM"
3,Gremlins (1984),"January 31, 2014, 9:27 AM"
3,Dashing Kappei (1981),"January 31, 2014, 9:27 AM"
3,Mazinger Z (1972),"January 31, 2014, 9:27 AM"
3,High Plains Drifter (1973),"January 31, 2014, 9:27 AM"
1,"Mortadelo y Filemón, agencia de información (1969)","January 31, 2014, 9:27 AM"
3,Topaz (1969),"January 31, 2014, 9:26 AM"
1,The Jungle Book (1967),"January 31, 2014, 9:26 AM"
3,Batman (1966),"January 31, 2014, 9:26 AM"
3,Circus World (1964),"January 31, 2014, 9:26 AM"
3,The Addams Family (1964),"January 31, 2014, 9:26 AM"
3,Popeye (1960),"January 31, 2014, 9:26 AM"
3,Horror of Dracula (1958),"January 31, 2014, 9:26 AM"
1,Dumbo (1941),"January 31, 2014, 9:26 AM"
3,The Flying Deuces (1939),"January 31, 2014, 9:26 AM"
1,Snow White and the Seven Dwarfs (1937),"January 31, 2014, 9:25 AM"
3,Simiocracia (Crónica de la gran resaca económica) (2012),"January 31, 2014, 9:25 AM"
3,Les Misérables (2012),"January 31, 2014, 9:25 AM"
3,Skyfall (2012),"January 31, 2014, 9:25 AM"
3,Magic Mike (2012),"January 31, 2014, 9:25 AM"
3,"Españistán, de la Burbuja Inmobiliaria a la Crisis (2011)","January 31, 2014, 9:25 AM"
1,Harry Potter and the Deathly Hallows: Part II (2011),"January 31, 2014, 9:25 AM"
3,Super 8 (2011),"January 31, 2014, 9:25 AM"
3,Crazy Stupid Love (2011),"January 31, 2014, 9:25 AM"
3,Los Reyes Magos (2011),"January 31, 2014, 9:25 AM"
3,Spartacus: Blood and Sand (2010),"January 31, 2014, 9:25 AM"
3,Arròs covat (2009),"January 31, 2014, 9:25 AM"
3,Precious (2009),"January 31, 2014, 9:24 AM"
3,District 9 (2009),"January 31, 2014, 9:24 AM"
1,Notorious (2009),"January 31, 2014, 9:24 AM"
3,The Hangover (2009),"January 31, 2014, 9:24 AM"
1,Ice Age: Dawn of the Dinosaurs (Ice Age 3) (2009),"January 31, 2014, 9:24 AM"
3,Changeling (2008),"January 31, 2014, 9:24 AM"
3,Quantum of Solace (2008),"January 31, 2014, 9:24 AM"
3,Machete (2007),"January 31, 2014, 9:24 AM"
1,Blood Diamond (2006),"January 31, 2014, 9:24 AM"
3,300 (2006),"January 31, 2014, 9:24 AM"
1,V for Vendetta (2005),"January 31, 2014, 9:23 AM"
3,Night at the Museum (2006),"January 31, 2014, 9:23 AM"
1,The Jacket (2005),"January 31, 2014, 9:23 AM"
3,Sin City (Frank Miller's Sin City) (2005),"January 31, 2014, 9:23 AM"
3,Star Wars: Episode III Revenge of the Sith (2005),"January 31, 2014, 9:23 AM"
1,War of the Worlds (2005),"January 31, 2014, 9:23 AM"
3,Charlie and the Chocolate Factory (2005),"January 31, 2014, 9:23 AM"
1,The Constant Gardener (2005),"January 31, 2014, 9:23 AM"
1,The Interpreter (2005),"January 31, 2014, 9:22 AM"
1,Alexander (2004),"January 31, 2014, 9:22 AM"
1,The Day After Tomorrow (2004),"January 31, 2014, 9:22 AM"
1,Troy (2004),"January 31, 2014, 9:22 AM"
3,Ray (2004),"January 31, 2014, 9:22 AM"
1,Harry Potter and the Prisoner of Azkaban (2004),"January 31, 2014, 9:22 AM"
3,Kill Bill: Volume 2 (2004),"January 31, 2014, 9:22 AM"
3,Cold Mountain (2003),"January 31, 2014, 9:22 AM"
1,Bobobo-bo Bo-bobo (2003),"January 31, 2014, 9:22 AM"
1,Plenilune (2000),"January 31, 2014, 9:21 AM"
3,Psico express (2001),"January 31, 2014, 9:21 AM"
3,Rejected (2000),"January 31, 2014, 9:21 AM"
3,Chocolat (2000),"January 31, 2014, 9:21 AM"
3,Torrente 2: Mission in Marbella (2001),"January 31, 2014, 9:21 AM"
3,Brotherhood of the Wolf (2001),"January 31, 2014, 9:21 AM"
1,Planet of the Apes (2001),"January 31, 2014, 9:21 AM"
1,The Last Samurai (2003),"January 31, 2014, 9:21 AM"
1,Bend It Like Beckham (2002),"January 31, 2014, 9:20 AM"
3,Moulin Rouge (2001),"January 31, 2014, 9:20 AM"
1,Black Hawk Down (2001),"January 31, 2014, 9:20 AM"
3,Harry Potter and the Chamber of Secrets (2002),"January 31, 2014, 9:20 AM"
3,The Lord of the Rings: The Two Towers (2002),"January 31, 2014, 9:20 AM"
3,Panic Room (2002),"January 31, 2014, 9:20 AM"
1,My Big Fat Greek Wedding (2002),"January 31, 2014, 9:19 AM"
1,Mortadelo & Filemon: The Big Adventure (2003),"January 31, 2014, 9:19 AM"
3,Kill Bill: Volume 1 (2003),"January 31, 2014, 9:19 AM"
1,The Count of Monte Cristo (1998),"January 31, 2014, 9:19 AM"
1,My Best Friend's Wedding (1997),"January 31, 2014, 9:19 AM"
3,Bean: The Ultimate Disaster Movie (1997),"January 31, 2014, 9:19 AM"
3,Space Jam (1996),"January 31, 2014, 9:18 AM"
3,Detective Conan (1996),"January 31, 2014, 9:18 AM"
3,The Day of the Beast (1995),"January 31, 2014, 9:18 AM"
1,Braveheart (1995),"January 31, 2014, 9:18 AM"
3,12 Monkeys (1995),"January 31, 2014, 9:18 AM"
3,Casper (1995),"January 31, 2014, 9:18 AM"
1,Babe (1995),"January 31, 2014, 9:18 AM"
1,El perro del hortelano (1996),"January 31, 2014, 9:18 AM"
1,Ace Ventura: Pet Detective (1996),"January 31, 2014, 9:18 AM"
3,Open Your Eyes (1997),"January 31, 2014, 9:18 AM"
1,The Horse Whisperer (1998),"January 31, 2014, 9:17 AM"
3,Notting Hill (1999),"January 31, 2014, 9:17 AM"
3,Balzac (1999),"January 31, 2014, 9:17 AM"
3,The Goalkeeper (2000),"January 31, 2014, 9:17 AM"
3,Meet the Parents (2000),"January 31, 2014, 9:17 AM"
3,Friends (1994),"January 31, 2014, 9:17 AM"
3,Street Sharks (1994),"January 31, 2014, 9:16 AM"
3,"Ace Ventura, Pet Detective (1994)","January 31, 2014, 9:16 AM"
3,Jurassic Park (1993),"January 31, 2014, 9:16 AM"
3,A Perfect World (1993),"January 31, 2014, 9:16 AM"
3,Marsupilami (1993),"January 31, 2014, 9:16 AM"
3,Tales from the Cryptkeeper (1993),"January 31, 2014, 9:16 AM"
3,Little Buddha (1993),"January 31, 2014, 9:16 AM"
1,Aladdin (1992),"January 31, 2014, 9:16 AM"
3,Misery (1990),"January 31, 2014, 9:16 AM"
3,Home Alone (1990),"January 31, 2014, 9:16 AM"
3,Rain Man (1988),"January 31, 2014, 9:16 AM"
3,TMNT - Teenage Mutant Ninja Turtles (1987),"January 31, 2014, 9:16 AM"
1,Predator (1987),"January 31, 2014, 9:16 AM"
3,Labyrinth (1986),"January 31, 2014, 9:16 AM"
1,"Greystoke: The Legend of Tarzan, Lord of the Apes (1984)","January 31, 2014, 9:15 AM"
3,Miami Vice (1984),"January 31, 2014, 9:15 AM"
3,Pauline at the Beach (1983),"January 31, 2014, 9:15 AM"
3,Captain Tsubasa (1983),"January 31, 2014, 9:15 AM"
3,Never Say Never Again (1983),"January 31, 2014, 9:15 AM"
3,Smurfs (The Smurfs' Adventures) (1981),"January 31, 2014, 9:15 AM"
3,The Changeling (1980),"January 31, 2014, 9:15 AM"
3,Grease (1978),"January 31, 2014, 9:15 AM"
3,George and Mildred (1976),"January 31, 2014, 9:15 AM"
3,The Man With the Golden Gun (1974),"January 31, 2014, 9:15 AM"
3,Live and Let Die (1973),"January 31, 2014, 9:15 AM"
3,You Only Live Twice (1967),"January 31, 2014, 9:14 AM"
3,Star Trek (1966),"January 31, 2014, 9:14 AM"
3,Bewitched (1964),"January 31, 2014, 9:14 AM"
1,101 Dalmatians (1961),"January 31, 2014, 9:14 AM"
3,Bonanza (1959),"January 31, 2014, 9:14 AM"
1,Camera Café (2005),"January 31, 2014, 9:14 AM"
1,Captain America: The First Avenger (2011),"January 31, 2014, 9:14 AM"
1,Jet Lag (2001),"January 31, 2014, 9:13 AM"
1,Jay and Silent Bob Strike Back (2001),"January 31, 2014, 9:13 AM"
1,X-Men (2000),"January 31, 2014, 9:13 AM"
1,Dirty (2005),"January 31, 2014, 9:12 AM"
1,Mr. Bean's Holiday (Mr. Bean 2) (2007),"January 31, 2014, 9:11 AM"
1,Shooter (2007),"January 31, 2014, 9:11 AM"
1,Spider-Man 3 (Spiderman 3) (2007),"January 31, 2014, 9:11 AM"
1,The Simpsons Movie (2007),"January 31, 2014, 9:11 AM"
1,Harry Potter and the Deathly Hallows: Part I (2010),"January 31, 2014, 9:11 AM"
1,Flightplan (2005),"January 31, 2014, 9:10 AM"
1,Harry Potter and the Goblet of Fire (2005),"January 31, 2014, 9:10 AM"
1,Prison Break (2005),"January 31, 2014, 9:10 AM"
1,King Kong (2005),"January 31, 2014, 9:10 AM"
1,"I, Robot (2004)","January 31, 2014, 9:10 AM"
1,King Arthur (2004),"January 31, 2014, 9:10 AM"
1,Flight of the Phoenix (2004),"January 31, 2014, 9:10 AM"
1,Paycheck (2003),"January 31, 2014, 9:10 AM"
1,The League of Extraordinary Gentlemen (2003),"January 31, 2014, 9:09 AM"
1,Daredevil (2003),"January 31, 2014, 9:09 AM"
1,xXx (2002),"January 31, 2014, 9:09 AM"
1,Spider-Man (Spiderman) (2002),"January 31, 2014, 9:09 AM"
1,The Transporter (2002),"January 31, 2014, 9:09 AM"
1,The Time Machine (2002),"January 31, 2014, 9:09 AM"
1,The Count of Monte Cristo (2002),"January 31, 2014, 9:09 AM"
1,Lara Croft: Tomb Raider (2001),"January 31, 2014, 9:08 AM"
1,"Jimmy Neutron, Boy Genius (2001)","January 31, 2014, 9:08 AM"
1,Smallville (2001),"January 31, 2014, 9:08 AM"
1,The One (2001),"January 31, 2014, 9:08 AM"
1,Cats & Dogs (2001),"January 31, 2014, 9:08 AM"
1,The Zack Files (2000),"January 31, 2014, 9:08 AM"
1,Finding Forrester (2000),"January 31, 2014, 9:07 AM"
1,Charlie's Angels (2000),"January 31, 2014, 9:07 AM"
1,Dinosaur (2000),"January 31, 2014, 9:07 AM"
1,Manolito Four Eyes (1999),"January 31, 2014, 9:07 AM"
1,The Mask of Zorro (1998),"January 31, 2014, 9:07 AM"
1,A Bug's Life (1998),"January 31, 2014, 9:06 AM"
1,Gargoyles (1994),"January 31, 2014, 9:06 AM"
1,Legends of the Fall (1994),"January 31, 2014, 9:06 AM"
1,Mouse Hunt (1997),"January 31, 2014, 9:05 AM"
1,Mulan (1998),"January 31, 2014, 9:05 AM"
1,CatDog (1998),"January 31, 2014, 9:05 AM"
1,Flubber (1997),"January 31, 2014, 9:05 AM"
1,Hercules (1997),"January 31, 2014, 9:05 AM"
1,Xena: Warrior Princess (1995),"January 31, 2014, 9:05 AM"
1,10 + 2 (1991),"January 31, 2014, 9:04 AM"
1,Mrs. Doubtfire (1993),"January 31, 2014, 9:04 AM"
1,Biker Mice from Mars (1993),"January 31, 2014, 9:04 AM"
1,Beauty and the Beast (1991),"January 31, 2014, 9:03 AM"
1,Van Helsing (2004),"January 31, 2014, 9:03 AM"
1,Catwoman (2004),"January 31, 2014, 9:03 AM"
1,The Sword in the Stone (1963),"January 31, 2014, 9:03 AM"
1,The Last Boy Scout (1991),"January 31, 2014, 9:02 AM"
1,"Honey, I Shrunk the Kids (1989)","January 31, 2014, 9:02 AM"
1,Ranma ½ (1989),"January 31, 2014, 9:02 AM"
1,Top Gun (1986),"January 31, 2014, 9:02 AM"
1,"Murder, She Wrote (1984)","January 31, 2014, 9:01 AM"
1,Vicky the Viking (1974),"January 31, 2014, 9:01 AM"
1,Pippi Longstocking (1969),"January 31, 2014, 9:01 AM"
1,The Avengers (2012),"January 31, 2014, 9:00 AM"
1,The Hunger Games (2012),"January 31, 2014, 9:00 AM"
1,The Twilight Saga: Breaking Dawn - Part 2 (2012),"January 31, 2014, 9:00 AM"
1,Isi/Disi: Alto voltaje (2006),"January 31, 2014, 9:00 AM"
1,Adrift (Open Water 2) (2006),"January 31, 2014, 8:59 AM"
1,The Marine (2006),"January 31, 2014, 8:59 AM"
1,I Am Legend (2007),"January 31, 2014, 8:59 AM"
1,Escenas de matrimonio (2007),"January 31, 2014, 8:59 AM"
1,Ocean's Thirteen (2007),"January 31, 2014, 8:59 AM"
1,Crackòvia (2008),"January 31, 2014, 8:59 AM"
1,LOL (Laughing Out Loud) (2008),"January 31, 2014, 8:59 AM"
1,The Twilight Saga: New Moon (2009),"January 31, 2014, 8:59 AM"
1,Iron Man (2008),"January 31, 2014, 8:59 AM"
1,Invictus (2009),"January 31, 2014, 8:59 AM"
1,Harry Potter and the Half-Blood Prince (2009),"January 31, 2014, 8:59 AM"
1,Saw VI (Saw 6) (2009),"January 31, 2014, 8:59 AM"
1,The Twilight Saga: Eclipse (2010),"January 31, 2014, 8:58 AM"
1,Iron Man 2 (2010),"January 31, 2014, 8:58 AM"
1,Water for Elephants (2011),"January 31, 2014, 8:58 AM"
1,The Hangover Part II (2011),"January 31, 2014, 8:58 AM"
1,Justin Bieber: Never Say Never (2011),"January 31, 2014, 8:58 AM"
1,The Black Mamba (2011),"January 31, 2014, 8:58 AM"
1,Chinese Zodiac (2012),"January 31, 2014, 8:58 AM"
1,Eragon (2006),"January 31, 2014, 8:58 AM"
1,Torrente 3 (2005),"January 31, 2014, 8:58 AM"
1,The Transporter 2 (2005),"January 31, 2014, 8:58 AM"
1,Fantastic Four (2005),"January 31, 2014, 8:58 AM"
1,Tarzan II (2005),"January 31, 2014, 8:58 AM"
1,Madagascar (2005),"January 31, 2014, 8:58 AM"
1,The Longest Yard (2005),"January 31, 2014, 8:58 AM"
1,Die Wilden Kerle 2 (2005),"January 31, 2014, 8:58 AM"
1,Hitch (2005),"January 31, 2014, 8:58 AM"
1,xXx: State of the Union (2005),"January 31, 2014, 8:58 AM"
1,Hostel (2005),"January 31, 2014, 8:58 AM"
1,Walking Tall (2004),"January 31, 2014, 8:57 AM"
1,The Passion of the Christ (2004),"January 31, 2014, 8:57 AM"
1,Cálico Electrónico (2004),"January 31, 2014, 8:57 AM"
1,The Village (2004),"January 31, 2014, 8:57 AM"
1,Spider-Man 2 (2004),"January 31, 2014, 8:57 AM"
1,The Matrix Revolutions (2003),"January 31, 2014, 8:57 AM"
1,X2 (2003),"January 31, 2014, 8:57 AM"
1,Digimon Adventure (1999),"January 31, 2014, 8:57 AM"
1,Tarzan (1999),"January 31, 2014, 8:57 AM"
1,Little Nicky (2000),"January 31, 2014, 8:57 AM"
1,The Emperor's New Groove (2000),"January 31, 2014, 8:57 AM"
1,El cor de la ciutat (2000),"January 31, 2014, 8:57 AM"
1,Ocean's Eleven (2001),"January 31, 2014, 8:56 AM"
1,American Psycho II: All American Girl (2002),"January 31, 2014, 8:56 AM"
1,Jackass: The Movie (2002),"January 31, 2014, 8:56 AM"
1,Extreme Ops (2002),"January 31, 2014, 8:56 AM"
1,Reign of Fire (2002),"January 31, 2014, 8:56 AM"
1,Star Wars. Episode II: Attack of the Clones (2002),"January 31, 2014, 8:56 AM"
1,Die Another Day (2002),"January 31, 2014, 8:56 AM"
1,Showtime (2002),"January 31, 2014, 8:56 AM"
1,Dragonfly (2002),"January 31, 2014, 8:56 AM"
1,Los Lunnis (2003),"January 31, 2014, 8:56 AM"
1,Johnny English (2003),"January 31, 2014, 8:56 AM"
1,Bulletproof Monk (2003),"January 31, 2014, 8:56 AM"
1,The Hulk (2003),"January 31, 2014, 8:56 AM"
1,Pirates of the Caribbean: The Curse of the Black Pearl (2003),"January 31, 2014, 8:56 AM"
1,The Matrix Reloaded (2003),"January 31, 2014, 8:56 AM"
1,The Mummy (1999),"January 31, 2014, 8:55 AM"
1,Archie's Weird Mysteries (1999),"January 31, 2014, 8:55 AM"
1,Cardcaptor Sakura (Card Captor Sakura) (1998),"January 31, 2014, 8:55 AM"
1,Antz (1998),"January 31, 2014, 8:55 AM"
1,Jack Frost (1998),"January 31, 2014, 8:55 AM"
1,The Prince of Egypt (1998),"January 31, 2014, 8:55 AM"
1,Blade (1998),"January 31, 2014, 8:55 AM"
1,The Powerpuff Girls (1998),"January 31, 2014, 8:55 AM"
1,Batman & Robin (1997),"January 31, 2014, 8:55 AM"
1,Anaconda (1997),"January 31, 2014, 8:55 AM"
1,Extreme Dinosaurs (1997),"January 31, 2014, 8:55 AM"
1,Buffy the Vampire Slayer (1997),"January 31, 2014, 8:55 AM"
1,Cobra 11 (1996),"January 31, 2014, 8:55 AM"
1,Dexter's Laboratory (1996),"January 31, 2014, 8:55 AM"
1,The Triplets (1995),"January 31, 2014, 8:55 AM"
1,"Sylvan, el poder de la magia (1995)","January 31, 2014, 8:55 AM"
1,Pocahontas (1995),"January 31, 2014, 8:55 AM"
1,Goosebumps (1995),"January 31, 2014, 8:54 AM"
1,Don Juan DeMarco (1994),"January 31, 2014, 8:54 AM"
1,Inspector Rex (1994),"January 31, 2014, 8:54 AM"
1,Walker Texas Ranger (1993),"January 31, 2014, 8:54 AM"
1,Dennis the Menace (1993),"January 31, 2014, 8:54 AM"
1,Robocop 3 (1993),"January 31, 2014, 8:54 AM"
1,Crayon Shin-chan (1992),"January 31, 2014, 8:54 AM"
1,Rugrats (1991),"January 31, 2014, 8:54 AM"
1,Hook (1991),"January 31, 2014, 8:54 AM"
1,Teenage Mutant Ninja Turtles (1990),"January 31, 2014, 8:54 AM"
1,RoboCop 2 (1990),"January 31, 2014, 8:54 AM"
1,The Little Mermaid (1989),"January 31, 2014, 8:54 AM"
1,Baywatch (1989),"January 31, 2014, 8:54 AM"
1,"Denver, the Last Dinosaur (1988)","January 31, 2014, 8:54 AM"
1,Seabert (1984),"January 31, 2014, 8:54 AM"
1,Inspector Gadget (1983),"January 31, 2014, 8:53 AM"
1,Knight Rider (1982),"January 31, 2014, 8:53 AM"
1,Marco (1976),"January 31, 2014, 8:53 AM"
1,Heidi: Girl of the Alps (1974),"January 31, 2014, 8:53 AM"
1,Plan 9 from Outer Space (1959),"January 31, 2014, 8:53 AM"
1,Electrocuting an Elephant (1903),"January 31, 2014, 8:53 AM"
1,Dumb and Dumber (1994),"January 31, 2014, 8:52 AM"
1,Twins (1988),"January 31, 2014, 8:50 AM"
1,The Karate Kid: Part II (1986),"January 31, 2014, 8:50 AM"
1,Dennis the Menace (1986),"January 31, 2014, 8:50 AM"
1,Calimero (1974),"January 31, 2014, 8:49 AM"
1,2 Broke Girls (2011),"January 31, 2014, 8:46 AM"
3,Prometheus (2012),"January 31, 2014, 8:44 AM"
3,To Rome With Love (2012),"January 21, 2014, 10:23 AM"
7,12 Angry Men (1957),"December 12, 2013, 9:30 PM"
3,The Great Gatsby (2013),"September 23, 2013, 11:46 PM"
1,X-Men Origins: Wolverine (2009),"April 26, 2013, 11:34 PM"
3,Castle (2009),"March 21, 2013, 6:07 AM"
3,Cannibal Holocaust (1980),"February 27, 2013, 3:42 AM"
5,Intolerable Cruelty (2003),"February 25, 2013, 3:50 AM"
1,There's Something About Mary (1998),"February 20, 2013, 9:54 AM"
3,Yes Man (2008),"February 20, 2013, 9:50 AM"
3,The Impossible (2012),"February 16, 2013, 9:00 AM"
8,Ivan's Childhood (1962),"January 13, 2013, 5:14 AM"
8,The Young and the Damned (1950),"January 12, 2013, 3:28 AM"
3,Men in Black (MIB) (1997),"October 6, 2012, 9:21 AM"
3,Big (1988),"October 6, 2012, 9:19 AM"
5,To Return (2006),"October 4, 2012, 5:20 AM"
1,Abduction (2011),"October 1, 2012, 5:15 AM"
7,The Last Laugh (1924),"September 24, 2012, 4:04 AM"
9,The Spirit of the Beehive (1973),"September 18, 2012, 8:47 AM"
8,The Executioner (1963),"September 18, 2012, 6:22 AM"
8,Metropolis (1927),"September 14, 2012, 11:25 PM"
8,The Exterminating Angel (1962),"September 10, 2012, 0:11 PM"
3,American History X (1998),"August 29, 2012, 5:27 PM"
7,Trust (1990),"August 19, 2012, 6:49 AM"
8,Touch of Evil (1958),"August 10, 2012, 7:50 PM"
5,Moneyball (2011),"July 31, 2012, 4:17 AM"
5,Bad Education (2004),"July 22, 2012, 10:51 AM"
3,The Dark Knight Rises (2012),"July 21, 2012, 2:30 PM"
8,The Wages of Fear (1953),"February 17, 2012, 0:38 PM"
5,127 Hours (2010),"January 22, 2012, 11:50 AM"
1,The Twilight Saga: Breaking Dawn - Part 1 (2011),"January 6, 2012, 6:56 AM"
3,The Living Daylights (1987),"January 6, 2012, 6:53 AM"
3,On Her Majesty's Secret Service (1969),"January 6, 2012, 6:53 AM"
3,W. (2008),"November 10, 2011, 3:59 AM"
8,Nazarin (1959),"October 16, 2011, 7:33 AM"
5,Jackie Brown (1997),"October 14, 2011, 11:32 PM"
1,Only the Strong (1993),"October 14, 2011, 11:30 AM"
1,Paranormal Activity 2 (2010),"October 9, 2011, 0:29 PM"
1,Paranormal Activity (2007),"October 9, 2011, 9:38 AM"
3,Mad Love (2001),"October 6, 2011, 5:46 PM"
3,Body Double (1984),"September 30, 2011, 3:18 PM"
8,Hour of the Wolf (1968),"August 29, 2011, 1:45 PM"
7,Tom and Jerry (1940),"July 23, 2011, 7:10 PM"
7,The Holy Innocents (1984),"July 15, 2011, 6:07 AM"
5,Raising Arizona (1987),"July 13, 2011, 7:58 PM"
3,Win Win (2011),"July 11, 2011, 7:14 PM"
5,Murderers (1958),"June 28, 2011, 8:18 PM"
3,Star Wars. Episode I: The Phantom Menace (1999),"June 28, 2011, 5:27 PM"
5,How to Kiss (1989),"June 25, 2011, 8:39 PM"
1,My Bloody Valentine 3-D (2009),"June 11, 2011, 9:40 AM"
3,Titanic (1997),"June 5, 2011, 3:27 PM"
5,Taris (1931),"June 1, 2011, 5:53 AM"
7,À propos de Nice (1930),"June 1, 2011, 5:36 AM"
1,Relic Hunter (1999),"June 1, 2011, 4:17 AM"
3,Polònia (2006),"May 30, 2011, 1:42 PM"
1,Sleep (1963),"May 27, 2011, 6:35 AM"
1,Empire (1964),"May 27, 2011, 6:35 AM"
1,Torrente 4: Lethal Crisis (Crisis Letal) (2011),"May 21, 2011, 8:56 AM"
9,Inland Empire (2006),"May 21, 2011, 6:12 AM"
7,Women of the Night (1948),"May 18, 2011, 8:55 AM"
1,My Bloody Valentine (1981),"May 17, 2011, 5:56 PM"
5,An Inconvenient Truth (2006),"May 17, 2011, 1:29 PM"
3,Majoria absoluta (2002),"May 14, 2011, 7:15 AM"
1,Power Rangers DinoThunder (2004),"May 9, 2011, 5:03 PM"
1,Power Rangers Lightspeed Rescue (2000),"May 9, 2011, 5:03 PM"
1,Power Rangers Lost Galaxy (1999),"May 9, 2011, 5:03 PM"
1,Power Rangers in Space (1998),"May 9, 2011, 5:02 PM"
1,Power Rangers Time Force (2001),"May 9, 2011, 4:57 PM"
1,Power Rangers Wild Force (2002),"May 9, 2011, 4:57 PM"
1,Power Rangers Ninja Storm (2003),"May 9, 2011, 4:57 PM"
1,Power Rangers Zeo (1996),"May 9, 2011, 4:57 PM"
1,Power Rangers Turbo (1996),"May 9, 2011, 4:56 PM"
1,Turbo: A Power Rangers Movie (1997),"May 9, 2011, 4:56 PM"
1,Power Rangers S.P.D. (2005),"May 9, 2011, 4:56 PM"
1,Mighty Morphin Power Rangers: The Movie (1995),"May 9, 2011, 4:56 PM"
1,Mighty Morphin Power Rangers (1993),"May 9, 2011, 4:55 PM"
1,Like Mike (2002),"May 9, 2011, 4:49 PM"
1,Inspector Gadget (1999),"May 9, 2011, 4:30 PM"
3,Un día con Amenábar (2003),"May 4, 2011, 0:55 PM"
1,Una noche con Amenábar (2006),"May 4, 2011, 0:51 PM"
1,Cirugía (2006),"May 4, 2011, 0:47 PM"
1,Sinceridad (2011),"May 4, 2011, 0:44 PM"
1,VIH (2009),"May 4, 2011, 9:46 AM"
7,The Old Man and the Sea (1999),"May 4, 2011, 9:26 AM"
8,The Dream of a Ridiculous Man (1992),"May 4, 2011, 9:26 AM"
7,The Cow (1989),"May 4, 2011, 9:25 AM"
7,The Match Factory Girl (1990),"April 30, 2011, 0:22 PM"
7,Shadows in Paradise (1986),"April 29, 2011, 1:36 PM"
8,The Man Without a Past (2002),"April 29, 2011, 11:45 AM"
7,There Was a Crooked Man (1970),"April 24, 2011, 5:27 PM"
8,Simon of the Desert (1965),"April 24, 2011, 5:18 PM"
1,Happy Tree Friends (1999),"April 24, 2011, 4:55 PM"
1,The Cleveland Show - Family Guy: The Cleveland Show (2009),"April 24, 2011, 4:49 PM"
3,Mr. Bean: The Animated Series (2002),"April 24, 2011, 4:46 PM"
1,Zombieland (2009),"April 23, 2011, 5:53 PM"
3,Stargate SG-1 (1997),"April 23, 2011, 1:50 PM"
5,M*A*S*H (MASH) (1972),"April 23, 2011, 1:17 PM"
1,Around the World in 80 Days (2004),"April 22, 2011, 5:35 PM"
3,Freedomfighters (1996),"April 22, 2011, 5:29 PM"
8,Come and See (1985),"April 22, 2011, 5:22 PM"
8,"Paris, Texas (1984)","April 22, 2011, 5:14 PM"
1,George of the Jungle (1997),"April 20, 2011, 7:43 PM"
1,While the Children Sleep (2007),"April 9, 2011, 5:03 PM"
1,A Serbian Film (2010),"April 9, 2011, 4:30 PM"
9,Lost Highway (1997),"April 3, 2011, 6:34 PM"
7,The Elephant Man (1980),"April 3, 2011, 9:18 AM"
7,Father and Daughter (2000),"March 26, 2011, 3:23 PM"
7,Funny Games (1997),"March 25, 2011, 7:07 PM"
8,Pickpocket (1959),"March 24, 2011, 1:16 PM"
3,The Terminator (1984),"March 23, 2011, 3:53 PM"
8,Eraserhead (1977),"March 22, 2011, 11:17 AM"
1,The Rose of Versailles (1979),"March 17, 2011, 0:11 PM"
7,A Trip to the Moon (1902),"March 13, 2011, 5:03 PM"
3,Vertical Limit (2000),"March 12, 2011, 5:34 PM"
3,Michael Strogoff (1999),"March 3, 2011, 0:56 PM"
8,Strange Voyage (1964),"February 26, 2011, 8:29 AM"
3,The Painted Veil (2006),"February 25, 2011, 2:46 PM"
8,Main Street (1956),"February 15, 2011, 10:48 AM"
1,Live Free or Die Hard (2007),"February 12, 2011, 10:56 AM"
5,The Paradine Case (1947),"February 4, 2011, 6:05 PM"
7,Notorious (1946),"February 4, 2011, 6:05 PM"
7,The Night of the Hunter (1955),"February 3, 2011, 1:02 PM"
7,Tristana (1970),"February 3, 2011, 11:42 AM"
3,Matilda (1996),"January 31, 2011, 4:39 PM"
3,Mega Babies (MegaBabies) (2000),"January 31, 2011, 2:44 PM"
1,Scooby Doo (Scooby-Doo) (2002),"January 31, 2011, 2:44 PM"
1,Bananas in Pyjamas (1992),"January 30, 2011, 4:53 PM"
3,Indiana Jones and the Kingdom of the Crystal Skull (Indiana Jones 4) (2008),"January 26, 2011, 3:38 AM"
1,Disaster Movie (2008),"January 25, 2011, 4:09 PM"
3,Saw 3 (2006),"January 25, 2011, 4:05 PM"
5,Doraemon (1979),"January 23, 2011, 9:13 AM"
8,Manhattan (1979),"January 23, 2011, 7:58 AM"
3,Stuart Little (1999),"January 21, 2011, 3:06 PM"
3,One Piece (1999),"January 20, 2011, 10:23 AM"
3,Jack (1996),"January 19, 2011, 10:44 AM"
3,Dragon Ball GT (1996),"January 18, 2011, 10:42 AM"
3,Naruto (2002),"January 18, 2011, 10:41 AM"
1,Asterix & Obelix: Mission Cleopatra (2002),"January 18, 2011, 10:39 AM"
3,Meet the Fockers (2004),"January 18, 2011, 10:36 AM"
1,Resident Evil: Afterlife (2010),"January 18, 2011, 9:11 AM"
3,Unleashed (Danny the Dog) (2005),"January 18, 2011, 9:01 AM"
5,Toy Story (1995),"January 17, 2011, 9:50 AM"
7,The Navigator (1924),"January 16, 2011, 7:23 PM"
